Title,segmento,email,Phone number,Website,Address,draft_asunto,draft_email,wa_mensaje,wa_link,estado,_origen
Gb Constructora SRL,SIN_WEB,,0351 465-2131,,"Lagunilla 3476, X5011EKH Córdoba",,,"Hola! Soy Jano Maciel | Clyra Studio de Clyra Studio 👋 Vi a Gb Constructora SRL en Google pero no encontré una web propia. Hoy quien te busca en Córdoba elige a las que aparecen primero con web y obras. Te puedo mostrar en 2 minutos una idea de cómo se vería la de Gb Constructora SRL, sin compromiso. ¿Te sirve?",https://wa.me/5493514652131,pendiente,constructora-cosquin-cordoba.csv
Ceballos construcciones,SIN_WEB,,0351 528-9658,,"Astor Piazzolla, Córdoba",,,"Hola! Soy Jano Maciel | Clyra Studio de Clyra Studio 👋 Vi a Ceballos construcciones en Google pero no encontré una web propia. Hoy quien te busca en Astor Piazzolla elige a las que aparecen primero con web y obras. Te puedo mostrar en 2 minutos una idea de cómo se vería la de Ceballos construcciones, sin compromiso. ¿Te sirve?",https://wa.me/5493515289658,pendiente,constructora-cosquin-cordoba.csv
ARMAG CONSTRUCTORA DESARROLLISTA,SIN_WEB,,0351 552-6042,,"Av. Colón 1530, X5000 Córdoba",,,"Hola! Soy Jano Maciel | Clyra Studio de Clyra Studio 👋 Vi a ARMAG CONSTRUCTORA DESARROLLISTA en Google pero no encontré una web propia. Hoy quien te busca en Córdoba elige a las que aparecen primero con web y obras. Te puedo mostrar en 2 minutos una idea de cómo se vería la de ARMAG CONSTRUCTORA DESARROLLISTA, sin compromiso. ¿Te sirve?",https://wa.me/5493515526042,pendiente,constructora-cosquin-cordoba.csv
LMR CONSTRUCTORA S.A,SIN_WEB,,0351 428-6861,,"27 de Abril 351, X5000 AEG, Córdoba",,,"Hola! Soy Jano Maciel | Clyra Studio de Clyra Studio 👋 Vi a LMR CONSTRUCTORA S.A en Google pero no encontré una web propia. Hoy quien te busca en AEG elige a las que aparecen primero con web y obras. Te puedo mostrar en 2 minutos una idea de cómo se vería la de LMR CONSTRUCTORA S.A, sin compromiso. ¿Te sirve?",https://wa.me/5493514286861,pendiente,constructora-cosquin-cordoba.csv
Ciar Sa Empresa Constructora,SIN_WEB,,0351 423-2365,,"Av. Duarte Quirós 395, X5000 Córdoba",,,"Hola! Soy Jano Maciel | Clyra Studio de Clyra Studio 👋 Vi a Ciar Sa Empresa Constructora en Google pero no encontré una web propia. Hoy quien te busca en Córdoba elige a las que aparecen primero con web y obras. Te puedo mostrar en 2 minutos una idea de cómo se vería la de Ciar Sa Empresa Constructora, sin compromiso. ¿Te sirve?",https://wa.me/5493514232365,pendiente,constructora-cosquin-cordoba.csv
Constructora El Rey SRL,SIN_WEB,,0351 477-0347,,"Av. Monseñor Pablo Cabrera 2870 Loc. 2, X5008HHV Córdoba",,,"Hola! Soy Jano Maciel | Clyra Studio de Clyra Studio 👋 Vi a Constructora El Rey SRL en Google pero no encontré una web propia. Hoy quien te busca en Loc. 2 elige a las que aparecen primero con web y obras. Te puedo mostrar en 2 minutos una idea de cómo se vería la de Constructora El Rey SRL, sin compromiso. ¿Te sirve?",https://wa.me/5493514770347,pendiente,constructora-cosquin-cordoba.csv
Cabial Empresa Constructora,SIN_WEB,,0351 482-2855,,"Pelagio Belindo Luna 3130, X5000 Córdoba",,,"Hola! Soy Jano Maciel | Clyra Studio de Clyra Studio 👋 Vi a Cabial Empresa Constructora en Google pero no encontré una web propia. Hoy quien te busca en Córdoba elige a las que aparecen primero con web y obras. Te puedo mostrar en 2 minutos una idea de cómo se vería la de Cabial Empresa Constructora, sin compromiso. ¿Te sirve?",https://wa.me/5493514822855,pendiente,constructora-cosquin-cordoba.csv
Castor Constructora,SIN_WEB,,0351 480-2096,,"12 de Octubre 2335, X5003AUI Córdoba",,,"Hola! Soy Jano Maciel | Clyra Studio de Clyra Studio 👋 Vi a Castor Constructora en Google pero no encontré una web propia. Hoy quien te busca en Córdoba elige a las que aparecen primero con web y obras. Te puedo mostrar en 2 minutos una idea de cómo se vería la de Castor Constructora, sin compromiso. ¿Te sirve?",https://wa.me/5493514802096,pendiente,constructora-cosquin-cordoba.csv
ZOE Constructora,SIN_WEB,,0351 310-5447,,"Av. Maipú 55, X5000IBA Córdoba",,,"Hola! Soy Jano Maciel | Clyra Studio de Clyra Studio 👋 Vi a ZOE Constructora en Google pero no encontré una web propia. Hoy quien te busca en Córdoba elige a las que aparecen primero con web y obras. Te puedo mostrar en 2 minutos una idea de cómo se vería la de ZOE Constructora, sin compromiso. ¿Te sirve?",https://wa.me/5493513105447,pendiente,constructora-cosquin-cordoba.csv
COROBRA Empresa Constructora,WEB_PROPIA,corobrasrl@gmail.com,0351 328-0093,http://www.corobra.com/,"Fulgencio Montemayor 1338, X5013CKB Córdoba",Una idea para la web de COROBRA Empresa Constructora,"Hola, ¿cómo estás? Soy Jano Maciel | Clyra Studio, de Clyra Studio.

Entré a la web de COROBRA Empresa Constructora y se nota que ya invirtieron en presencia. Tengo un par de ideas concretas para que rinda más en consultas (velocidad, claridad de la oferta y captación de leads).

¿Te interesa que te las pase en un mensaje corto, sin compromiso?

Saludos,
Jano Maciel | Clyra Studio
Clyra Studio — Desarrollo web
janomaciel1@gmail.com",,,pendiente,constructora-cosquin-cordoba.csv
CasaClick Inmobiliaria y Constructora,WEB_PROPIA,inmobiliariacasaclick@gmail.com,03548 63-1363,https://casa-click.com.ar/,"Francisco Ramírez 172, X5176 Huerta Grande, Córdoba",Una idea para la web de CasaClick Inmobiliaria y Constructora,"Hola, ¿cómo estás? Soy Jano Maciel | Clyra Studio, de Clyra Studio.

Entré a la web de CasaClick Inmobiliaria y Constructora y se nota que ya invirtieron en presencia. Tengo un par de ideas concretas para que rinda más en consultas (velocidad, claridad de la oferta y captación de leads).

¿Te interesa que te las pase en un mensaje corto, sin compromiso?

Saludos,
Jano Maciel | Clyra Studio
Clyra Studio — Desarrollo web
janomaciel1@gmail.com",,,pendiente,constructora-cosquin-cordoba.csv
BASAA Constructora | BASAA S.A.,WEB_PROPIA,,0351 480-0179,http://www.basaa.com.ar/,"Igualdad 4000, X5003BHT Córdoba",Una idea para la web de BASAA Constructora,"Hola, ¿cómo estás? Soy Jano Maciel | Clyra Studio, de Clyra Studio.

Entré a la web de BASAA Constructora y se nota que ya invirtieron en presencia. Tengo un par de ideas concretas para que rinda más en consultas (velocidad, claridad de la oferta y captación de leads).

¿Te interesa que te las pase en un mensaje corto, sin compromiso?

Saludos,
Jano Maciel | Clyra Studio
Clyra Studio — Desarrollo web
janomaciel1@gmail.com",,,pendiente,constructora-cosquin-cordoba.csv
Constructora Territorial SA,SIN_WEB,,0351 424-3938,,"Jujuy 8, X5022FMB Córdoba",,,"Hola! Soy Jano Maciel | Clyra Studio de Clyra Studio 👋 Vi a Constructora Territorial SA en Google pero no encontré una web propia. Hoy quien te busca en Córdoba elige a las que aparecen primero con web y obras. Te puedo mostrar en 2 minutos una idea de cómo se vería la de Constructora Territorial SA, sin compromiso. ¿Te sirve?",https://wa.me/5493514243938,pendiente,constructora-cosquin-cordoba.csv
Jmc & Asociados Constructora,SOLO_REDES,,03546 47-7202,https://www.facebook.com/Jmc-Asociados-Constructora-101840319075315/,"Blvd. San Juan 2000, X5000 Córdoba",,,"Hola! Soy Jano Maciel | Clyra Studio de Clyra Studio 👋 Vi tu Facebook de Jmc & Asociados Constructora, se ve el laburo. El tema es que una red social no aparece en Google ni es 100% tuya — una web propia sí, y convierte mejor a quien te busca en Córdoba. ¿Te muestro cómo quedaría la de Jmc & Asociados Constructora? Sin compromiso.",https://wa.me/5493546477202,pendiente,constructora-cosquin-cordoba.csv
DI LUCA | Constructora - Movimientos De Suelo - Excavaciones -,SIN_WEB,,0351 903-7342,,"Rufino Cuervo 1085, X5008 Córdoba",,,"Hola! Soy Jano Maciel | Clyra Studio de Clyra Studio 👋 Vi a DI LUCA en Google pero no encontré una web propia. Hoy quien te busca en Córdoba elige a las que aparecen primero con web y obras. Te puedo mostrar en 2 minutos una idea de cómo se vería la de DI LUCA, sin compromiso. ¿Te sirve?",https://wa.me/5493519037342,pendiente,constructora-cosquin-cordoba.csv
fymac constructora,WEB_PROPIA,,,https://fymac-construcciones.webnode.com/contacto/,"AV.URUGUAY, Av. San Martín ESQ, X5152 Villa Carlos Paz, Córdoba",Una idea para la web de fymac constructora,"Hola, ¿cómo estás? Soy Jano Maciel | Clyra Studio, de Clyra Studio.

Entré a la web de fymac constructora y se nota que ya invirtieron en presencia. Tengo un par de ideas concretas para que rinda más en consultas (velocidad, claridad de la oferta y captación de leads).

¿Te interesa que te las pase en un mensaje corto, sin compromiso?

Saludos,
Jano Maciel | Clyra Studio
Clyra Studio — Desarrollo web
janomaciel1@gmail.com",,,pendiente,constructora-cosquin-cordoba.csv
A Blanco Empresa Constructora SRL,SIN_WEB,,0351 487-1618,,"De n C rdoba, Deán Funes 2306, X5003CVP Córdoba",,,"Hola! Soy Jano Maciel | Clyra Studio de Clyra Studio 👋 Vi a A Blanco Empresa Constructora SRL en Google pero no encontré una web propia. Hoy quien te busca en Córdoba elige a las que aparecen primero con web y obras. Te puedo mostrar en 2 minutos una idea de cómo se vería la de A Blanco Empresa Constructora SRL, sin compromiso. ¿Te sirve?",https://wa.me/5493514871618,pendiente,constructora-cosquin-cordoba.csv
Embesa Constructora,WEB_PROPIA,info@embesa.ar,0351 862-7077,http://www.embesa.ar/,"Juan José Paso 1797, X5000 Córdoba",Una idea para la web de Embesa Constructora,"Hola, ¿cómo estás? Soy Jano Maciel | Clyra Studio, de Clyra Studio.

Entré a la web de Embesa Constructora y se nota que ya invirtieron en presencia. Tengo un par de ideas concretas para que rinda más en consultas (velocidad, claridad de la oferta y captación de leads).

¿Te interesa que te las pase en un mensaje corto, sin compromiso?

Saludos,
Jano Maciel | Clyra Studio
Clyra Studio — Desarrollo web
janomaciel1@gmail.com",,,pendiente,constructora-cosquin-cordoba.csv
Constructora 0.cero_arquitectura,SOLO_REDES,,03498 44-0831,https://www.facebook.com/1375526979145957/posts/5266793173352632/,"Los Condores 342, X5152 Villa Carlos Paz, Córdoba",,,"Hola! Soy Jano Maciel | Clyra Studio de Clyra Studio 👋 Vi tu Facebook de Constructora 0.cero_arquitectura, se ve el laburo. El tema es que una red social no aparece en Google ni es 100% tuya — una web propia sí, y convierte mejor a quien te busca en Villa Carlos Paz. ¿Te muestro cómo quedaría la de Constructora 0.cero_arquitectura? Sin compromiso.",https://wa.me/5493498440831,pendiente,constructora-cosquin-cordoba.csv
Constructora Eblagon,SIN_WEB,,,,Córdoba,,,"Hola! Soy Jano Maciel | Clyra Studio de Clyra Studio 👋 Vi a Constructora Eblagon en Google pero no encontré una web propia. Hoy quien te busca en Córdoba elige a las que aparecen primero con web y obras. Te puedo mostrar en 2 minutos una idea de cómo se vería la de Constructora Eblagon, sin compromiso. ¿Te sirve?",,pendiente,constructora-cosquin-cordoba.csv
Sestopal Empresa Constructora,SIN_WEB,,,,"Unnamed Road, Córdoba",,,"Hola! Soy Jano Maciel | Clyra Studio de Clyra Studio 👋 Vi a Sestopal Empresa Constructora en Google pero no encontré una web propia. Hoy quien te busca en Unnamed Road elige a las que aparecen primero con web y obras. Te puedo mostrar en 2 minutos una idea de cómo se vería la de Sestopal Empresa Constructora, sin compromiso. ¿Te sirve?",,pendiente,constructora-cosquin-cordoba.csv
Constructora Sur,SIN_WEB,,,,"Octavio Pinto 2874, X5000 Córdoba",,,"Hola! Soy Jano Maciel | Clyra Studio de Clyra Studio 👋 Vi a Constructora Sur en Google pero no encontré una web propia. Hoy quien te busca en Córdoba elige a las que aparecen primero con web y obras. Te puedo mostrar en 2 minutos una idea de cómo se vería la de Constructora Sur, sin compromiso. ¿Te sirve?",,pendiente,constructora-cosquin-cordoba.csv
